DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;COMMENT;
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.40008;15.44695;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.446950N16.400083W - 2 (Pekh Tall);
02/01/1999;-16.40008;15.44695;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.446950N16.400083W - 2 (Pekh Tall);
02/01/1999;-16.40008;15.44695;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.446950N16.400083W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.39703;15.44105;Gerbillus_nigeriae;M;;SEN - Pekh Tall - 15.441050N16.397033W - 2 (Pekh Tall);
02/01/1999;-16.40008;15.44695;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.446950N16.400083W - 2 (Pekh Tall);
02/01/1999;-16.39628;15.43805;Gerbillus_nigeriae;F;;SEN - Pekh Tall - 15.438050N16.396283W - 2 (Pekh Tall);
02/01/1999;-16.3489;16.0956;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DCD-B;
02/01/1999;-16.3489;16.0956;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DCD-B;
02/01/1999;-16.34907;16.09567;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DCD-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.3489;16.0956;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DCD-B;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;M;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.3426;16.09643;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-A;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.34303;16.09687;Gerbillus_nigeriae;F;;MBarigo Keur Moctar DND-B;
02/01/1999;-16.37639;16.08995;Gerbillus_nigeriae;M;;MBarigo Djeuss DNW-A;
02/01/1999;-16.37639;16.08995;Gerbillus_nigeriae;M;;MBarigo Djeuss DNW-A;
02/01/1999;-16.37697;16.08859;Gerbillus_nigeriae;F;;MBarigo Djeuss DCW-A;
02/01/1999;-16.377;16.08854;Gerbillus_nigeriae;M;;MBarigo Djeuss DCW-B;
02/01/1999;-16.377;16.08854;Gerbillus_nigeriae;F;;MBarigo Djeuss DCW-B;
02/01/1999;-16.377;16.08854;Gerbillus_nigeriae;M;;MBarigo Djeuss DCW-B;
02/01/1999;-16.37697;16.08859;Gerbillus_nigeriae;F;;MBarigo Djeuss DCW-A;
02/01/1999;-16.37639;16.08995;Gerbillus_nigeriae;F;;MBarigo Djeuss DNW-A;
02/01/1999;-14.4541;16.49503;Gerbillus_nigeriae;F;;MO6bis (chasses de nuit);
02/01/1999;-15.65978;16.44907;Gerbillus_nigeriae;M;;RDT (entre Cité Mimran et aérodrome champs à gauche);
02/01/1999;-15.65713;16.457;Gerbillus_nigeriae;M;;RDT (derrière terrain Golf);
02/01/1999;-15.65713;16.457;Gerbillus_nigeriae;F;;RDT (derrière terrain Golf);
02/01/1999;-15.65662;16.45445;Gerbillus_nigeriae;F;;RDT (entre cité Mimran et Guy;
02/01/1999;-15.66312;16.45258;Gerbillus_nigeriae;F;;RDT (entre Cité Mimran et aérodrome);
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;F;;Vidou IV;
02/01/1999;-15.30228;15.97771;Gerbillus_nigeriae;F;;Vidou (environs de);
02/01/1999;-15.30228;15.97771;Gerbillus_nigeriae;F;;Vidou (environs de);
02/01/1999;-15.25297;15.958;Gerbillus_nigeriae;M;;Vidou A;
02/01/1999;-15.25297;15.958;Gerbillus_nigeriae;M;;Vidou A;
02/01/1999;-15.25333;15.96536;Gerbillus_nigeriae;F;;Vidou B;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;M;;Vidou II;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;M;;Vidou II;
02/01/1999;-15.25297;15.958;Gerbillus_nigeriae;M;;Vidou A;
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;M;;Vidou IV;
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;M;;Vidou IV;
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;F;;Vidou IV;
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;M;;Vidou IV;
02/01/1999;-15.33342;15.99895;Gerbillus_nigeriae;F;;Vidou IV;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;M;;Vidou II;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;M;;Vidou II;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;F;;Vidou II;
02/01/1999;-15.3389;16.00057;Gerbillus_nigeriae;M;;Vidou II;
02/01/1999;-15.29737;16.0071;Gerbillus_nigeriae;F;;Vidou (Keur Diomkoya);
02/01/1999;-15.29522;16.00705;Gerbillus_nigeriae;F;;Vidou Gadga;
02/01/1999;-15.25427;15.97475;Gerbillus_nigeriae;M;;Vidou V;
02/01/1999;-15.46667;15.35;Gerbillus_nigeriae;F;;SEN - Dahra Djolof - 15.350000N15.466667W - 4 (Dahra Djolof);
02/01/1999;-15.46667;15.35;Gerbillus_nigeriae;M;;SEN - Dahra Djolof - 15.350000N15.466667W - 4 (Dahra Djolof);
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;F;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;F;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;F;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;F;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;F;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.47504;15.34898;Gerbillus_nigeriae;M;;"Dindieli (près Dahra ; environs de -)";
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;F;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-15.424;15.322;Gerbillus_nigeriae;M;;Dahra Djolof;
02/01/1999;-16.377;16.08854;Gerbillus_nigeriae;F;;Mbarigo-Djeuss DCW-B;
02/01/1999;-16.377;16.08854;Gerbillus_nigeriae;F;;Mbarigo-Djeuss DCW-B;
