DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;COMMENT
01/05/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2000;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2001;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2002;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2003;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2004;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2005;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2006;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2007;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2008;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2009;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2010;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2011;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2012;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/01/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/02/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/03/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/04/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/05/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/06/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/07/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/08/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/09/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/10/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/11/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
01/12/2013;0;0;rain;;;2015.10.29 M.Sall & J.Le Fur
