5	5	7	0	0	0	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	1	1	7	8	8	7	7	5	5	5	5	5	5	5	5	5	5	7	8	8	8	8	8	8	8	8	8	8	8
5	7	0	0	0	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	7	8	8	7	1	7	7	1	1	7	4	4	4	5	5	5	5	5	5	5	1	4	4	8	8	8	8	8	8	8	8	8	8
7	0	0	0	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	1	1	7	8	1	1	1	1	1	4	4	4	4	4	4	5	5	5	5	1	4	4	4	4	8	8	8	8	8	8	8	8
0	0	0	0	7	7	4	4	4	4	4	4	4	4	4	4	4	4	4	7	8	1	7	8	8	7	1	1	1	4	4	4	4	4	4	4	4	4	5	1	4	4	4	4	4	4	4	8	8	8	8	8	8
0	0	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	8	8	7	8	7	7	7	7	1	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	8	8	8	8	8
0	0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	1	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	8	8	8	8
0	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	1	1	1	1	7	7	1	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	8	8
7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	8	8	7	1	1	1	7	7	1	7	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8
1	7	7	4	4	7	7	7	7	4	4	4	4	4	4	4	4	7	8	8	1	1	1	1	1	1	7	7	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	8	1	1	8	1	1	1	7	7	7	7	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
8	7	7	7	7	8	8	8	8	8	8	8	8	8	8	1	8	1	1	1	1	8	8	1	1	1	1	1	1	7	7	7	7	7	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7
8	8	8	8	8	8	8	8	8	1	1	1	8	8	1	1	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	7	4
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	8	1	1	8	8	8	1	1	1	1	1	1	1	1	1	7	7	7	7	1	4	4	4	4	4	4	4	4	4	4	4	4	4	7	4
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	7	7	1	1	1	1	1	1	1	7	7	8	8	8	1	1	1	1	4	4	4	4	4	4	4	4	7	7	4
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	4	4	4	4	1	1	1	1	1	7	8	8	8	8	8	8	8	1	1	1	4	4	4	4	4	7	7	4
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	4	4	4	4	4	4	4	4	1	4	7	8	8	8	8	8	8	8	8	8	1	1	1	4	1	1	1	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	8	8	8	8	8	8	7	5	1	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	8	8	7	5	5	5	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	7	7	5	5	5	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	1	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	7	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	7	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5
